type,severity,matchup_id,seed,player_build_id,opponent_build_id,level,power,duration,winner,reason
LONG,REVIEW,L1_M0016,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0016:battle_lab_character_rework_20260525:summoner:L1:fixed:0:battle_lab_character_rework_20260525:starter_instrument:L1:fixed:0,L1_summoner_fixed,L1_starter_instrument_fixed,1,100 vs 70,32.2,summoner,combatant_defeated
LONG,REVIEW,L1_M0017,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0017:battle_lab_character_rework_20260525:starter_instrument:L1:fixed:0:battle_lab_character_rework_20260525:summoner:L1:random:1,L1_starter_instrument_fixed,L1_summoner_r1,1,70 vs 70,35.2,starter_instrument,combatant_defeated
LONG,REVIEW,L1_M0018,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0018:battle_lab_character_rework_20260525:summoner:L1:random:1:battle_lab_character_rework_20260525:starter_instrument:L1:fixed:0,L1_summoner_r1,L1_starter_instrument_fixed,1,70 vs 70,35.2,starter_instrument,combatant_defeated
LONG,REVIEW,L1_M0019,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0019:battle_lab_character_rework_20260525:starter_instrument:L1:fixed:0:battle_lab_character_rework_20260525:defensive_occultist:L1:fixed:0,L1_starter_instrument_fixed,L1_defensive_occultist_fixed,1,70 vs 70,35.2,starter_instrument,combatant_defeated
LONG,REVIEW,L1_M0020,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0020:battle_lab_character_rework_20260525:defensive_occultist:L1:fixed:0:battle_lab_character_rework_20260525:starter_instrument:L1:fixed:0,L1_defensive_occultist_fixed,L1_starter_instrument_fixed,1,70 vs 70,35.2,starter_instrument,combatant_defeated
LONG,REVIEW,L1_M0021,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0021:battle_lab_character_rework_20260525:starter_instrument:L1:fixed:0:battle_lab_character_rework_20260525:defensive_occultist:L1:random:1,L1_starter_instrument_fixed,L1_defensive_occultist_r1,1,70 vs 100,32.2,defensive_occultist,combatant_defeated
LONG,REVIEW,L1_M0022,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0022:battle_lab_character_rework_20260525:defensive_occultist:L1:random:1:battle_lab_character_rework_20260525:starter_instrument:L1:fixed:0,L1_defensive_occultist_r1,L1_starter_instrument_fixed,1,100 vs 70,32.2,defensive_occultist,combatant_defeated
LONG,REVIEW,L1_M0023,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0023:battle_lab_character_rework_20260525:starter_instrument:L1:fixed:0:battle_lab_character_rework_20260525:dot_pressure:L1:fixed:0,L1_starter_instrument_fixed,L1_dot_pressure_fixed,1,70 vs 70,32.2,dot_pressure,combatant_defeated
LONG,REVIEW,L1_M0024,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0024:battle_lab_character_rework_20260525:dot_pressure:L1:fixed:0:battle_lab_character_rework_20260525:starter_instrument:L1:fixed:0,L1_dot_pressure_fixed,L1_starter_instrument_fixed,1,70 vs 70,32.2,dot_pressure,combatant_defeated
LONG,REVIEW,L1_M0025,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0025:battle_lab_character_rework_20260525:starter_instrument:L1:fixed:0:battle_lab_character_rework_20260525:dot_pressure:L1:random:1,L1_starter_instrument_fixed,L1_dot_pressure_r1,1,70 vs 70,35.2,starter_instrument,combatant_defeated
LONG,REVIEW,L1_M0026,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0026:battle_lab_character_rework_20260525:dot_pressure:L1:random:1:battle_lab_character_rework_20260525:starter_instrument:L1:fixed:0,L1_dot_pressure_r1,L1_starter_instrument_fixed,1,70 vs 70,35.2,starter_instrument,combatant_defeated
LONG,REVIEW,L1_M0027,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0027:battle_lab_character_rework_20260525:starter_instrument:L1:fixed:0:battle_lab_character_rework_20260525:funeral_burst:L1:fixed:0,L1_starter_instrument_fixed,L1_funeral_burst_fixed,1,70 vs 70,35.2,starter_instrument,combatant_defeated
LONG,REVIEW,L1_M0028,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0028:battle_lab_character_rework_20260525:funeral_burst:L1:fixed:0:battle_lab_character_rework_20260525:starter_instrument:L1:fixed:0,L1_funeral_burst_fixed,L1_starter_instrument_fixed,1,70 vs 70,35.2,funeral_burst,combatant_defeated
LONG,REVIEW,L1_M0029,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0029:battle_lab_character_rework_20260525:starter_instrument:L1:fixed:0:battle_lab_character_rework_20260525:funeral_burst:L1:random:1,L1_starter_instrument_fixed,L1_funeral_burst_r1,1,70 vs 70,35.2,starter_instrument,combatant_defeated
LONG,REVIEW,L1_M0030,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0030:battle_lab_character_rework_20260525:funeral_burst:L1:random:1:battle_lab_character_rework_20260525:starter_instrument:L1:fixed:0,L1_funeral_burst_r1,L1_starter_instrument_fixed,1,70 vs 70,35.2,funeral_burst,combatant_defeated
LONG,REVIEW,L1_M0031,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0031:battle_lab_character_rework_20260525:starter_instrument:L1:random:1:battle_lab_character_rework_20260525:mental_controller:L1:fixed:0,L1_starter_instrument_r1,L1_mental_controller_fixed,1,70 vs 70,36.2,mental_controller,combatant_defeated
ANTI_STALL,REVIEW,L1_M0031,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0031:battle_lab_character_rework_20260525:starter_instrument:L1:random:1:battle_lab_character_rework_20260525:mental_controller:L1:fixed:0,L1_starter_instrument_r1,L1_mental_controller_fixed,1,70 vs 70,36.2,mental_controller,combatant_defeated
LONG,REVIEW,L1_M0032,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0032:battle_lab_character_rework_20260525:mental_controller:L1:fixed:0:battle_lab_character_rework_20260525:starter_instrument:L1:random:1,L1_mental_controller_fixed,L1_starter_instrument_r1,1,70 vs 70,36.2,starter_instrument,combatant_defeated
ANTI_STALL,REVIEW,L1_M0032,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0032:battle_lab_character_rework_20260525:mental_controller:L1:fixed:0:battle_lab_character_rework_20260525:starter_instrument:L1:random:1,L1_mental_controller_fixed,L1_starter_instrument_r1,1,70 vs 70,36.2,starter_instrument,combatant_defeated
LONG,REVIEW,L1_M0033,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0033:battle_lab_character_rework_20260525:starter_instrument:L1:random:1:battle_lab_character_rework_20260525:mental_controller:L1:random:1,L1_starter_instrument_r1,L1_mental_controller_r1,1,70 vs 70,35.2,mental_controller,combatant_defeated
LONG,REVIEW,L1_M0034,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0034:battle_lab_character_rework_20260525:mental_controller:L1:random:1:battle_lab_character_rework_20260525:starter_instrument:L1:random:1,L1_mental_controller_r1,L1_starter_instrument_r1,1,70 vs 70,35.2,mental_controller,combatant_defeated
LONG,REVIEW,L1_M0035,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0035:battle_lab_character_rework_20260525:starter_instrument:L1:random:1:battle_lab_character_rework_20260525:elemental_mixer:L1:fixed:0,L1_starter_instrument_r1,L1_elemental_mixer_fixed,1,70 vs 70,36.2,elemental_mixer,combatant_defeated
ANTI_STALL,REVIEW,L1_M0035,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0035:battle_lab_character_rework_20260525:starter_instrument:L1:random:1:battle_lab_character_rework_20260525:elemental_mixer:L1:fixed:0,L1_starter_instrument_r1,L1_elemental_mixer_fixed,1,70 vs 70,36.2,elemental_mixer,combatant_defeated
LONG,REVIEW,L1_M0036,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0036:battle_lab_character_rework_20260525:elemental_mixer:L1:fixed:0:battle_lab_character_rework_20260525:starter_instrument:L1:random:1,L1_elemental_mixer_fixed,L1_starter_instrument_r1,1,70 vs 70,36.2,starter_instrument,combatant_defeated
ANTI_STALL,REVIEW,L1_M0036,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0036:battle_lab_character_rework_20260525:elemental_mixer:L1:fixed:0:battle_lab_character_rework_20260525:starter_instrument:L1:random:1,L1_elemental_mixer_fixed,L1_starter_instrument_r1,1,70 vs 70,36.2,starter_instrument,combatant_defeated
LONG,REVIEW,L1_M0037,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0037:battle_lab_character_rework_20260525:starter_instrument:L1:random:1:battle_lab_character_rework_20260525:elemental_mixer:L1:random:1,L1_starter_instrument_r1,L1_elemental_mixer_r1,1,70 vs 100,33.7,elemental_mixer,combatant_defeated
LONG,REVIEW,L1_M0038,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0038:battle_lab_character_rework_20260525:elemental_mixer:L1:random:1:battle_lab_character_rework_20260525:starter_instrument:L1:random:1,L1_elemental_mixer_r1,L1_starter_instrument_r1,1,100 vs 70,33.7,elemental_mixer,combatant_defeated
LONG,REVIEW,L1_M0039,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0039:battle_lab_character_rework_20260525:starter_instrument:L1:random:1:battle_lab_character_rework_20260525:familiar_handler:L1:fixed:0,L1_starter_instrument_r1,L1_familiar_handler_fixed,1,70 vs 70,35.2,familiar_handler,combatant_defeated
LONG,REVIEW,L1_M0040,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0040:battle_lab_character_rework_20260525:familiar_handler:L1:fixed:0:battle_lab_character_rework_20260525:starter_instrument:L1:random:1,L1_familiar_handler_fixed,L1_starter_instrument_r1,1,70 vs 70,35.2,familiar_handler,combatant_defeated
LONG,REVIEW,L1_M0041,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0041:battle_lab_character_rework_20260525:starter_instrument:L1:random:1:battle_lab_character_rework_20260525:familiar_handler:L1:random:1,L1_starter_instrument_r1,L1_familiar_handler_r1,1,70 vs 100,36.2,familiar_handler,combatant_defeated
ANTI_STALL,REVIEW,L1_M0041,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0041:battle_lab_character_rework_20260525:starter_instrument:L1:random:1:battle_lab_character_rework_20260525:familiar_handler:L1:random:1,L1_starter_instrument_r1,L1_familiar_handler_r1,1,70 vs 100,36.2,familiar_handler,combatant_defeated
LONG,REVIEW,L1_M0042,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0042:battle_lab_character_rework_20260525:familiar_handler:L1:random:1:battle_lab_character_rework_20260525:starter_instrument:L1:random:1,L1_familiar_handler_r1,L1_starter_instrument_r1,1,100 vs 70,36.2,starter_instrument,combatant_defeated
ANTI_STALL,REVIEW,L1_M0042,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0042:battle_lab_character_rework_20260525:familiar_handler:L1:random:1:battle_lab_character_rework_20260525:starter_instrument:L1:random:1,L1_familiar_handler_r1,L1_starter_instrument_r1,1,100 vs 70,36.2,starter_instrument,combatant_defeated
LONG,REVIEW,L1_M0043,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0043:battle_lab_character_rework_20260525:starter_instrument:L1:random:1:battle_lab_character_rework_20260525:summoner:L1:fixed:0,L1_starter_instrument_r1,L1_summoner_fixed,1,70 vs 100,32.2,summoner,combatant_defeated
LONG,REVIEW,L1_M0044,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0044:battle_lab_character_rework_20260525:summoner:L1:fixed:0:battle_lab_character_rework_20260525:starter_instrument:L1:random:1,L1_summoner_fixed,L1_starter_instrument_r1,1,100 vs 70,32.2,summoner,combatant_defeated
LONG,REVIEW,L1_M0045,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0045:battle_lab_character_rework_20260525:starter_instrument:L1:random:1:battle_lab_character_rework_20260525:summoner:L1:random:1,L1_starter_instrument_r1,L1_summoner_r1,1,70 vs 70,36.2,summoner,combatant_defeated
ANTI_STALL,REVIEW,L1_M0045,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0045:battle_lab_character_rework_20260525:starter_instrument:L1:random:1:battle_lab_character_rework_20260525:summoner:L1:random:1,L1_starter_instrument_r1,L1_summoner_r1,1,70 vs 70,36.2,summoner,combatant_defeated
LONG,REVIEW,L1_M0046,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0046:battle_lab_character_rework_20260525:summoner:L1:random:1:battle_lab_character_rework_20260525:starter_instrument:L1:random:1,L1_summoner_r1,L1_starter_instrument_r1,1,70 vs 70,36.2,starter_instrument,combatant_defeated
ANTI_STALL,REVIEW,L1_M0046,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0046:battle_lab_character_rework_20260525:summoner:L1:random:1:battle_lab_character_rework_20260525:starter_instrument:L1:random:1,L1_summoner_r1,L1_starter_instrument_r1,1,70 vs 70,36.2,starter_instrument,combatant_defeated
LONG,REVIEW,L1_M0047,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0047:battle_lab_character_rework_20260525:starter_instrument:L1:random:1:battle_lab_character_rework_20260525:defensive_occultist:L1:fixed:0,L1_starter_instrument_r1,L1_defensive_occultist_fixed,1,70 vs 70,36.2,defensive_occultist,combatant_defeated
ANTI_STALL,REVIEW,L1_M0047,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0047:battle_lab_character_rework_20260525:starter_instrument:L1:random:1:battle_lab_character_rework_20260525:defensive_occultist:L1:fixed:0,L1_starter_instrument_r1,L1_defensive_occultist_fixed,1,70 vs 70,36.2,defensive_occultist,combatant_defeated
LONG,REVIEW,L1_M0048,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0048:battle_lab_character_rework_20260525:defensive_occultist:L1:fixed:0:battle_lab_character_rework_20260525:starter_instrument:L1:random:1,L1_defensive_occultist_fixed,L1_starter_instrument_r1,1,70 vs 70,36.2,starter_instrument,combatant_defeated
ANTI_STALL,REVIEW,L1_M0048,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0048:battle_lab_character_rework_20260525:defensive_occultist:L1:fixed:0:battle_lab_character_rework_20260525:starter_instrument:L1:random:1,L1_defensive_occultist_fixed,L1_starter_instrument_r1,1,70 vs 70,36.2,starter_instrument,combatant_defeated
LONG,REVIEW,L1_M0049,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0049:battle_lab_character_rework_20260525:starter_instrument:L1:random:1:battle_lab_character_rework_20260525:defensive_occultist:L1:random:1,L1_starter_instrument_r1,L1_defensive_occultist_r1,1,70 vs 100,32.2,defensive_occultist,combatant_defeated
LONG,REVIEW,L1_M0050,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0050:battle_lab_character_rework_20260525:defensive_occultist:L1:random:1:battle_lab_character_rework_20260525:starter_instrument:L1:random:1,L1_defensive_occultist_r1,L1_starter_instrument_r1,1,100 vs 70,32.2,defensive_occultist,combatant_defeated
LONG,REVIEW,L1_M0051,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0051:battle_lab_character_rework_20260525:starter_instrument:L1:random:1:battle_lab_character_rework_20260525:dot_pressure:L1:fixed:0,L1_starter_instrument_r1,L1_dot_pressure_fixed,1,70 vs 70,32.2,dot_pressure,combatant_defeated
LONG,REVIEW,L1_M0052,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0052:battle_lab_character_rework_20260525:dot_pressure:L1:fixed:0:battle_lab_character_rework_20260525:starter_instrument:L1:random:1,L1_dot_pressure_fixed,L1_starter_instrument_r1,1,70 vs 70,32.2,dot_pressure,combatant_defeated
LONG,REVIEW,L1_M0053,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0053:battle_lab_character_rework_20260525:starter_instrument:L1:random:1:battle_lab_character_rework_20260525:dot_pressure:L1:random:1,L1_starter_instrument_r1,L1_dot_pressure_r1,1,70 vs 70,36.2,dot_pressure,combatant_defeated
ANTI_STALL,REVIEW,L1_M0053,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0053:battle_lab_character_rework_20260525:starter_instrument:L1:random:1:battle_lab_character_rework_20260525:dot_pressure:L1:random:1,L1_starter_instrument_r1,L1_dot_pressure_r1,1,70 vs 70,36.2,dot_pressure,combatant_defeated
LONG,REVIEW,L1_M0054,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0054:battle_lab_character_rework_20260525:dot_pressure:L1:random:1:battle_lab_character_rework_20260525:starter_instrument:L1:random:1,L1_dot_pressure_r1,L1_starter_instrument_r1,1,70 vs 70,36.2,starter_instrument,combatant_defeated
ANTI_STALL,REVIEW,L1_M0054,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0054:battle_lab_character_rework_20260525:dot_pressure:L1:random:1:battle_lab_character_rework_20260525:starter_instrument:L1:random:1,L1_dot_pressure_r1,L1_starter_instrument_r1,1,70 vs 70,36.2,starter_instrument,combatant_defeated
LONG,REVIEW,L1_M0055,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0055:battle_lab_character_rework_20260525:starter_instrument:L1:random:1:battle_lab_character_rework_20260525:funeral_burst:L1:fixed:0,L1_starter_instrument_r1,L1_funeral_burst_fixed,1,70 vs 70,35.2,funeral_burst,combatant_defeated
LONG,REVIEW,L1_M0056,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0056:battle_lab_character_rework_20260525:funeral_burst:L1:fixed:0:battle_lab_character_rework_20260525:starter_instrument:L1:random:1,L1_funeral_burst_fixed,L1_starter_instrument_r1,1,70 vs 70,35.2,funeral_burst,combatant_defeated
LONG,REVIEW,L1_M0057,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0057:battle_lab_character_rework_20260525:starter_instrument:L1:random:1:battle_lab_character_rework_20260525:funeral_burst:L1:random:1,L1_starter_instrument_r1,L1_funeral_burst_r1,1,70 vs 70,35.2,funeral_burst,combatant_defeated
LONG,REVIEW,L1_M0058,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0058:battle_lab_character_rework_20260525:funeral_burst:L1:random:1:battle_lab_character_rework_20260525:starter_instrument:L1:random:1,L1_funeral_burst_r1,L1_starter_instrument_r1,1,70 vs 70,35.2,funeral_burst,combatant_defeated
LONG,REVIEW,L1_M0059,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0059:battle_lab_character_rework_20260525:mental_controller:L1:fixed:0:battle_lab_character_rework_20260525:mental_controller:L1:random:1,L1_mental_controller_fixed,L1_mental_controller_r1,1,70 vs 70,35.2,mental_controller,combatant_defeated
LONG,REVIEW,L1_M0060,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0060:battle_lab_character_rework_20260525:mental_controller:L1:random:1:battle_lab_character_rework_20260525:mental_controller:L1:fixed:0,L1_mental_controller_r1,L1_mental_controller_fixed,1,70 vs 70,35.2,mental_controller,combatant_defeated
LONG,REVIEW,L1_M0061,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0061:battle_lab_character_rework_20260525:mental_controller:L1:fixed:0:battle_lab_character_rework_20260525:elemental_mixer:L1:fixed:0,L1_mental_controller_fixed,L1_elemental_mixer_fixed,1,70 vs 70,36.2,elemental_mixer,combatant_defeated
ANTI_STALL,REVIEW,L1_M0061,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0061:battle_lab_character_rework_20260525:mental_controller:L1:fixed:0:battle_lab_character_rework_20260525:elemental_mixer:L1:fixed:0,L1_mental_controller_fixed,L1_elemental_mixer_fixed,1,70 vs 70,36.2,elemental_mixer,combatant_defeated
LONG,REVIEW,L1_M0062,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0062:battle_lab_character_rework_20260525:elemental_mixer:L1:fixed:0:battle_lab_character_rework_20260525:mental_controller:L1:fixed:0,L1_elemental_mixer_fixed,L1_mental_controller_fixed,1,70 vs 70,36.2,mental_controller,combatant_defeated
ANTI_STALL,REVIEW,L1_M0062,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0062:battle_lab_character_rework_20260525:elemental_mixer:L1:fixed:0:battle_lab_character_rework_20260525:mental_controller:L1:fixed:0,L1_elemental_mixer_fixed,L1_mental_controller_fixed,1,70 vs 70,36.2,mental_controller,combatant_defeated
LONG,REVIEW,L1_M0063,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0063:battle_lab_character_rework_20260525:mental_controller:L1:fixed:0:battle_lab_character_rework_20260525:elemental_mixer:L1:random:1,L1_mental_controller_fixed,L1_elemental_mixer_r1,1,70 vs 100,33.7,elemental_mixer,combatant_defeated
LONG,REVIEW,L1_M0064,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0064:battle_lab_character_rework_20260525:elemental_mixer:L1:random:1:battle_lab_character_rework_20260525:mental_controller:L1:fixed:0,L1_elemental_mixer_r1,L1_mental_controller_fixed,1,100 vs 70,33.7,elemental_mixer,combatant_defeated
LONG,REVIEW,L1_M0065,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0065:battle_lab_character_rework_20260525:mental_controller:L1:fixed:0:battle_lab_character_rework_20260525:familiar_handler:L1:fixed:0,L1_mental_controller_fixed,L1_familiar_handler_fixed,1,70 vs 70,35.2,familiar_handler,combatant_defeated
LONG,REVIEW,L1_M0066,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0066:battle_lab_character_rework_20260525:familiar_handler:L1:fixed:0:battle_lab_character_rework_20260525:mental_controller:L1:fixed:0,L1_familiar_handler_fixed,L1_mental_controller_fixed,1,70 vs 70,35.2,familiar_handler,combatant_defeated
LONG,REVIEW,L1_M0067,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0067:battle_lab_character_rework_20260525:mental_controller:L1:fixed:0:battle_lab_character_rework_20260525:familiar_handler:L1:random:1,L1_mental_controller_fixed,L1_familiar_handler_r1,1,70 vs 100,36.2,familiar_handler,combatant_defeated
ANTI_STALL,REVIEW,L1_M0067,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0067:battle_lab_character_rework_20260525:mental_controller:L1:fixed:0:battle_lab_character_rework_20260525:familiar_handler:L1:random:1,L1_mental_controller_fixed,L1_familiar_handler_r1,1,70 vs 100,36.2,familiar_handler,combatant_defeated
LONG,REVIEW,L1_M0068,battle_lab:draxos_mobile_battle_lab_v4_source_identity:L1_M0068:battle_lab_character_rework_20260525:familiar_handler:L1:random:1:battle_lab_character_rework_20260525:mental_controller:L1:fixed:0,L1_familiar_handler_r1,L1_mental_controller_fixed,1,100 vs 70,36.2,mental_controller,combatant_defeated
